origin_country,destination_country,flights
Israel,Belarus,87
Israel,Finland,74
Israel,Slovakia,71
Israel,Portugal,68
Israel,Lithuania,64
Israel,Thailand,63
Israel,Croatia,62
Israel,Uzbekistan,58
Israel,South Korea,54
Israel,Montenegro,53
Israel,Denmark,37
Israel,Sweden,37
Israel,Malta,37
Israel,India,32
Israel,South Africa,30
Israel,Tanzania,29
Israel,Moldova,27
Israel,Armenia,25
Israel,Iceland,23
Israel,Slovenia,22
Israel,Macedonia,12
Israel,Seychelles,8
Israel,Ireland,4
Israel,Gibraltar,3
Israel,Kazakhstan,2
Israel,Norway,2
Israel,Cape Verde,1
Israel,Senegal,1
Israel,Liberia,1
Israel,French Guiana,1
Israel,Luxembourg,1
Israel,Congo (Kinshasa),1
Israel,Taiwan,1
Italy,Italy,90468
Italy,Germany,23004
Italy,United Kingdom,19223
Italy,France,17402
Italy,Spain,15928
Italy,Netherlands,6197
Italy,Belgium,4997
Italy,Switzerland,4797
Italy,Romania,4131
Italy,Greece,3900
Italy,Russia,3405
Italy,United States,2866
Italy,Turkey,2828
Italy,Poland,2681
Italy,Austria,2475
Italy,Portugal,2345
Italy,Albania,2230
Italy,Czech Republic,1981
Italy,Denmark,1761
Italy,United Arab Emirates,1534
Italy,Morocco,1511
Italy,Malta,1495
Italy,Ireland,1453
Italy,Israel,1229
Italy,Hungary,1202
Italy,Sweden,1174
Italy,Egypt,1129
Italy,Luxembourg,970
Italy,Bulgaria,943
Italy,Qatar,861
Italy,Tunisia,795
Italy,Moldova,790
Italy,China,743
Italy,Ukraine,738
Italy,Croatia,711
Italy,Finland,620
Italy,Serbia,594
Italy,Norway,511
Italy,Canada,486
Italy,Algeria,444
Italy,Japan,400
Italy,Lithuania,372
Italy,South Korea,366
Italy,Lebanon,357
Italy,Brazil,353
Italy,Latvia,308
Italy,Saudi Arabia,288
Italy,Slovakia,278
Italy,Hong Kong,273
Italy,Montenegro,266
Italy,Cuba,227
Italy,Argentina,225
Italy,Iran,219
Italy,Belarus,177
Italy,India,170
Italy,Bosnia and Herzegovina,166
Italy,Singapore,162
Italy,Ethiopia,146
Italy,Jordan,137
Italy,Oman,133
Italy,Thailand,130
Italy,Cyprus,128
Italy,Slovenia,127
Italy,Azerbaijan,121
Italy,Estonia,105
Italy,Mexico,100
Italy,Macedonia,95
Italy,Uzbekistan,90
Italy,Cape Verde,88
Italy,Chile,87
Italy,Bahrain,76
Italy,Kuwait,76
Italy,Senegal,71
Italy,Tanzania,70
Italy,Dominican Republic,64
Italy,Iceland,49
Italy,Georgia,48
Italy,Maldives,46
Italy,Kenya,35
Italy,Taiwan,35
Italy,Madagascar,32
Italy,Nigeria,29
Italy,Guadeloupe,23
Italy,Jersey,22
Italy,Puerto Rico,19
Italy,Mauritius,17
Italy,Antigua and Barbuda,12
Italy,Martinique,8
Italy,Turkmenistan,8
Italy,Guernsey,6
Italy,Armenia,6
Italy,Bahamas,5
Italy,Kazakhstan,4
Italy,Eritrea,4
Italy,Congo (Brazzaville),3
Italy,Iraq,3
Italy,Libya,3
Italy,Vietnam,3
Italy,Gibraltar,3
Italy,Jamaica,3
Italy,Angola,2
Italy,Ghana,2
Italy,Pakistan,2
Italy,Sudan,2
Italy,Venezuela,2
Italy,Uganda,2
Italy,Colombia,2
Italy,Cameroon,1
Italy,Djibouti,1
Italy,Isle of Man,1
Italy,Congo (Kinshasa),1
Italy,Rwanda,1
Italy,Chad,1
Italy,Saint Lucia,1
Italy,Saint Vincent and the Grenadines,1
Jamaica,United Kingdom,239
Jamaica,Germany,94
Jamaica,Belgium,33
Jamaica,Italy,33
Jamaica,Netherlands,22
Jamaica,Sweden,8
Jamaica,Portugal,8
Jamaica,Spain,4
Jamaica,Poland,4
Jamaica,Ireland,2
Jamaica,France,1
Japan,Germany,1000
Japan,France,802
Japan,United Kingdom,518
Japan,Finland,505
Japan,Netherlands,300
Japan,Italy,226
Japan,Switzerland,123
Japan,Belgium,123
Japan,Turkey,122
Japan,Denmark,114
Japan,Poland,57
Japan,Spain,55
Japan,Egypt,11
Japan,Iceland,3
Japan,Sweden,2
Japan,Norway,1
Japan,Greece,1
Japan,Portugal,1
Japan,Azerbaijan,1
Jersey,United Kingdom,3514
Jersey,Guernsey,1008
Jersey,France,86
Jersey,Ireland,59
Jersey,Germany,46
Jersey,Switzerland,41
Jersey,Spain,41
Jersey,Netherlands,23
Jersey,Portugal,20
Jersey,Italy,19
Jersey,Denmark,9
Jersey,Sweden,6
Jersey,Austria,6
Jersey,Belgium,5
Jersey,Luxembourg,5
Jersey,Czech Republic,3
Jersey,Montenegro,3
Jersey,Poland,2
Jersey,Cyprus,1
Jersey,Gibraltar,1
Jersey,Norway,1
Jersey,Russia,1
Jersey,Slovakia,1
Jordan,Turkey,1017
Jordan,Germany,324
Jordan,Lebanon,312
Jordan,United Kingdom,251
Jordan,France,234
Jordan,United States,196
Jordan,Israel,172
Jordan,Russia,169
Jordan,Greece,151
Jordan,Austria,141
Jordan,Italy,138
Jordan,Cyprus,128
Jordan,Spain,115
Jordan,Netherlands,110
Jordan,Algeria,104
Jordan,Ukraine,103
Jordan,Tunisia,73
Jordan,Romania,57
Jordan,Switzerland,46
Jordan,Canada,35
Jordan,Georgia,24
Jordan,Belgium,8
Jordan,Denmark,6
Jordan,Sweden,5
Jordan,Finland,5
Jordan,Malta,3
Jordan,Armenia,2
Jordan,Bulgaria,2
Jordan,Hungary,2
Jordan,Croatia,2
Jordan,Norway,2
Jordan,Portugal,1
Jordan,Czech Republic,1
Jordan,Serbia,1
Jordan,Ireland,1
Jordan,Iran,1
Kazakhstan,Turkey,1152
Kazakhstan,Germany,528
Kazakhstan,Azerbaijan,410
Kazakhstan,Ukraine,385
Kazakhstan,Georgia,300
Kazakhstan,Netherlands,158
Kazakhstan,United Kingdom,104
Kazakhstan,Poland,61
Kazakhstan,France,60
Kazakhstan,Armenia,47
Kazakhstan,Hungary,29
Kazakhstan,Egypt,19
Kazakhstan,United Arab Emirates,14
Kazakhstan,Greece,10
Kazakhstan,Italy,9
Kazakhstan,Belgium,9
Kazakhstan,Switzerland,7
Kazakhstan,Saudi Arabia,7
Kazakhstan,Austria,7
Kazakhstan,Finland,5
Kazakhstan,Latvia,3
Kazakhstan,Bulgaria,3
Kazakhstan,Spain,2
Kazakhstan,Israel,2
Kazakhstan,Czech Republic,2
Kazakhstan,Lebanon,2
Kazakhstan,Iran,2
Kazakhstan,Cyprus,1
Kazakhstan,Qatar,1
Kazakhstan,Iceland,1
Kazakhstan,Montenegro,1
Kazakhstan,Algeria,1
Kazakhstan,Romania,1
Kazakhstan,Slovakia,1
Kazakhstan,Portugal,1
Kazakhstan,Malta,1
Kenya,Netherlands,548
Kenya,United Kingdom,343
Kenya,Turkey,292
Kenya,France,171
Kenya,Germany,167
Kenya,Belgium,77
Kenya,Italy,67
Kenya,Morocco,34
Kenya,Cyprus,11
Kenya,Luxembourg,3
Kenya,Poland,3
Kenya,Bulgaria,1
Kenya,Malta,1
Kenya,Greece,1
Kenya,Switzerland,1
Kenya,Russia,1
Kenya,Ireland,1
Kuwait,Turkey,1071
Kuwait,Lebanon,332
Kuwait,United Kingdom,309
Kuwait,Germany,305
Kuwait,Ireland,150
Kuwait,Netherlands,97
Kuwait,Italy,76
Kuwait,France,76
Kuwait,Azerbaijan,67
Kuwait,Switzerland,38
Kuwait,Georgia,27
Kuwait,Greece,18
Kuwait,Austria,17
Kuwait,United States,15
Kuwait,Bosnia and Herzegovina,14
Kuwait,Bulgaria,11
Kuwait,Spain,6
Kuwait,Russia,4
Kuwait,Latvia,3
Kuwait,Cyprus,2
Kuwait,Romania,2
Kuwait,Ukraine,2
Kuwait,Poland,2
Kuwait,Czech Republic,1
Kuwait,Estonia,1
Kuwait,Belgium,1
Kuwait,Armenia,1
Kuwait,Slovakia,1
Kuwait,Belarus,1
Kuwait,Luxembourg,1
Kuwait,Morocco,1
Kuwait,Albania,1
Latvia,Russia,1546
Latvia,Germany,1364
Latvia,Finland,1018
Latvia,United Kingdom,908
Latvia,Sweden,904
Latvia,Lithuania,867
Latvia,Denmark,625
Latvia,Norway,605
Latvia,Estonia,567
Latvia,Ukraine,464
Latvia,Poland,408
Latvia,Italy,309
Latvia,Belgium,269
Latvia,Netherlands,262
Latvia,France,223
Latvia,Austria,211
Latvia,Spain,193
Latvia,Czech Republic,181
Latvia,Switzerland,176
Latvia,Turkey,159
Latvia,Belarus,138
Latvia,Greece,117
Latvia,Israel,108
Latvia,Ireland,107
Latvia,Latvia,79
Latvia,Hungary,66
Latvia,Georgia,61
Latvia,Iceland,35
Latvia,Croatia,32
Latvia,Uzbekistan,30
Latvia,Bulgaria,28
Latvia,United States,27
Latvia,Malta,27
Latvia,Egypt,26
Latvia,Cyprus,25
Latvia,United Arab Emirates,18
Latvia,Afghanistan,15
Latvia,Azerbaijan,12
Latvia,Slovakia,7
Latvia,Luxembourg,5
Latvia,Portugal,4
Latvia,Montenegro,4
Latvia,Moldova,2
Latvia,Turkmenistan,2
Latvia,Saudi Arabia,1
Latvia,Kazakhstan,1
Latvia,India,1
Lebanon,Turkey,1175
Lebanon,United Arab Emirates,1023
Lebanon,Egypt,876
Lebanon,Qatar,538
Lebanon,France,534
Lebanon,Germany,465
Lebanon,United Kingdom,376
Lebanon,Jordan,361
Lebanon,Italy,358
Lebanon,Saudi Arabia,353
Lebanon,Cyprus,339
Lebanon,Kuwait,332
Lebanon,Greece,267
Lebanon,Bahrain,219
Lebanon,Ethiopia,194
Lebanon,Switzerland,156
Lebanon,Morocco,93
Lebanon,Serbia,92
Lebanon,Russia,81
Lebanon,Iran,75
Lebanon,Armenia,68
Lebanon,Iraq,62
Lebanon,Romania,58
Lebanon,Belgium,57
Lebanon,Tunisia,57
Lebanon,Ukraine,47
Lebanon,Algeria,46
Lebanon,Sweden,38
Lebanon,Ghana,37
Lebanon,Nigeria,36
Lebanon,Spain,36
Lebanon,Czech Republic,29
Lebanon,Oman,26
Lebanon,Denmark,26
Lebanon,Georgia,24
Lebanon,Bulgaria,16
Lebanon,India,12
Lebanon,Belarus,12
Lebanon,Bosnia and Herzegovina,11
Lebanon,Finland,8
Lebanon,Cote d'Ivoire,5
Lebanon,Malta,4
Lebanon,Austria,4
Lebanon,Portugal,4
Lebanon,Malaysia,4
Lebanon,United States,3
Lebanon,Sudan,3
Lebanon,Bangladesh,2
Lebanon,Kenya,2
Lebanon,South Korea,2
Lebanon,Sri Lanka,1
Lebanon,Tanzania,1
Lebanon,Congo (Kinshasa),1
Lebanon,Equatorial Guinea,1
Lebanon,Norway,1
Lebanon,Netherlands,1
Lebanon,Central African Republic,1
Lebanon,Afghanistan,1
Lebanon,Maldives,1
Lebanon,Azerbaijan,1
Lebanon,Poland,1
Liberia,Morocco,69
Liberia,Belgium,61
Liberia,Netherlands,39
Liberia,Germany,3
Liberia,Ukraine,1
Liberia,Israel,1
Liberia,Egypt,1
Liberia,United Kingdom,1
Libya,Turkey,307
Libya,Tunisia,129
Libya,Malta,114
Libya,Belgium,8
Libya,Germany,5
Libya,Italy,3
Libya,France,2
Libya,Russia,2
Libya,United States,2
Libya,Vietnam,1
Libya,Austria,1
Libya,Netherlands,1
Libya,Lebanon,1
Libya,India,1
Libya,United Kingdom,1
Libya,Syria,1
Libya,Ukraine,1
Lithuania,United Kingdom,1080
Lithuania,Latvia,855
Lithuania,Germany,849
Lithuania,Poland,695
Lithuania,Denmark,674
Lithuania,Estonia,400
Lithuania,Norway,400
Lithuania,Sweden,389
Lithuania,Italy,371
Lithuania,Ukraine,368
Lithuania,Russia,366
Lithuania,Finland,292
Lithuania,Turkey,282
Lithuania,Spain,276
Lithuania,Belarus,266
Lithuania,Netherlands,222
Lithuania,France,207
Lithuania,Ireland,174
Lithuania,Belgium,138
Lithuania,Austria,120
Lithuania,Greece,104
Lithuania,Egypt,73
Lithuania,Israel,62
Lithuania,Cyprus,53
Lithuania,Bulgaria,42
Lithuania,Iceland,35
Lithuania,Malta,32
Lithuania,Georgia,29
Lithuania,Lithuania,27
Lithuania,Portugal,14
Lithuania,Switzerland,9
Lithuania,Montenegro,5
Lithuania,Czech Republic,5
Lithuania,United Arab Emirates,5
Lithuania,Kazakhstan,4
Lithuania,Slovakia,4
Lithuania,United States,4
Lithuania,Morocco,4
Lithuania,Hungary,3
Lithuania,Romania,3
Lithuania,Serbia,2
Lithuania,Luxembourg,2
Lithuania,Senegal,2
Lithuania,Uzbekistan,2
Lithuania,India,2
Lithuania,China,1
Lithuania,Slovenia,1
Lithuania,Turkmenistan,1
Lithuania,Croatia,1
Luxembourg,Germany,1779
Luxembourg,United Kingdom,1284
Luxembourg,Italy,941
Luxembourg,France,785
Luxembourg,Portugal,762
Luxembourg,Spain,736
Luxembourg,Switzerland,659
Luxembourg,Netherlands,456
Luxembourg,United States,443
Luxembourg,Austria,349
Luxembourg,Denmark,215
Luxembourg,Azerbaijan,172
Luxembourg,Qatar,165
Luxembourg,China,164
Luxembourg,Poland,162
Luxembourg,Brazil,132
Luxembourg,Sweden,120
Luxembourg,Ireland,118
Luxembourg,Turkey,108
Luxembourg,United Arab Emirates,84
Luxembourg,Greece,83
Luxembourg,Mexico,75
Luxembourg,Turkmenistan,74
Luxembourg,Kuwait,65
Luxembourg,Saudi Arabia,51
Luxembourg,Lebanon,48
Luxembourg,Czech Republic,43
Luxembourg,South Africa,40
Luxembourg,Singapore,38
Luxembourg,Georgia,36
Luxembourg,Tunisia,35
Luxembourg,Bulgaria,35
Luxembourg,Kazakhstan,34
Luxembourg,Bahrain,34
Luxembourg,Thailand,33
Luxembourg,Russia,32
Luxembourg,Hong Kong,32
Luxembourg,Nigeria,30
Luxembourg,Morocco,30
Luxembourg,Oman,30
Luxembourg,Belgium,27
Luxembourg,Japan,21
Luxembourg,Taiwan,20
Luxembourg,Croatia,20
Luxembourg,South Korea,19
Luxembourg,Mali,17
Luxembourg,Cote d'Ivoire,16
Luxembourg,Puerto Rico,14
Luxembourg,Burkina Faso,13
Luxembourg,Egypt,13
Luxembourg,Canada,12
Luxembourg,Cape Verde,10
Luxembourg,Congo (Kinshasa),10
Luxembourg,Malta,10
Luxembourg,Chad,8
Luxembourg,Finland,7
Luxembourg,Cyprus,6
Luxembourg,Iceland,5
Luxembourg,Jersey,5
Luxembourg,Panama,5
Luxembourg,Belarus,5
Luxembourg,Slovenia,5
Luxembourg,Serbia,4
Luxembourg,Vietnam,4
Luxembourg,Latvia,3
Luxembourg,Jordan,3
Luxembourg,Hungary,2
Luxembourg,Slovakia,2
Luxembourg,Guernsey,2
Luxembourg,Romania,2
Luxembourg,Ethiopia,1
Luxembourg,Ukraine,1
Luxembourg,Moldova,1
Luxembourg,Israel,1
Luxembourg,Bermuda,1
Luxembourg,Montenegro,1
Luxembourg,Congo (Brazzaville),1
Luxembourg,Gibraltar,1
Luxembourg,French Guiana,1
Luxembourg,Malaysia,1
Luxembourg,Algeria,1
Macau,Hungary,1
Macau,Sweden,1
Macau,Finland,1
Macedonia,Germany,381
Macedonia,Turkey,376
Macedonia,Sweden,199
Macedonia,Austria,198
Macedonia,France,193
Macedonia,Serbia,187
Macedonia,Slovenia,178
Macedonia,Switzerland,174
Macedonia,Slovakia,141
Macedonia,Croatia,131
Macedonia,United Kingdom,95
Macedonia,Italy,94
Macedonia,Netherlands,89
Macedonia,Belgium,43
Macedonia,Denmark,41
Macedonia,Spain,39
Macedonia,United Arab Emirates,39
Macedonia,Qatar,35
Macedonia,Norway,33
Macedonia,Hungary,30
Macedonia,Bulgaria,20
Macedonia,Poland,18
Macedonia,Montenegro,17
Macedonia,Czech Republic,15
Macedonia,Malta,14
Macedonia,Israel,9
Macedonia,Albania,9
Macedonia,Russia,6
Macedonia,Greece,5
Macedonia,Saudi Arabia,4
Macedonia,Bosnia and Herzegovina,4
Macedonia,Belarus,3
Macedonia,Romania,3
Macedonia,Iceland,2
Macedonia,Ukraine,2
Macedonia,Moldova,2
Macedonia,Kuwait,1
Macedonia,Lebanon,1
Macedonia,India,1
Madagascar,France,118
Madagascar,Italy,24
Madagascar,Turkey,9
Malaysia,United Kingdom,353
Malaysia,Netherlands,161
Malaysia,Turkey,122
Malaysia,Azerbaijan,64
Malaysia,Lebanon,4
Malaysia,Russia,2
Malaysia,France,1
Maldives,Turkey,116
Maldives,Russia,67
Maldives,Germany,50
Maldives,Italy,47
Maldives,Switzerland,25
Maldives,United Kingdom,24
Maldives,Austria,14
Maldives,France,11
Maldives,Czech Republic,5
Maldives,Georgia,2
Maldives,Azerbaijan,1
Maldives,Greece,1
Maldives,Spain,1
Maldives,Ukraine,1
Mali,France,179
Mali,Morocco,163
Mali,Turkey,51
Mali,Germany,22
Mali,Egypt,20
Mali,Spain,11
Mali,Luxembourg,7
Mali,Belgium,5
Mali,United Kingdom,2
Mali,Norway,1
Mali,Romania,1
Mali,Netherlands,1
Malta,United Kingdom,1569
Malta,Italy,1546
Malta,Germany,946
Malta,France,488
Malta,Belgium,299
Malta,Spain,283
Malta,Turkey,243
Malta,Tunisia,231
Malta,Switzerland,221
Malta,Poland,212
Malta,Netherlands,174
Malta,Austria,157
Malta,Cyprus,125
Malta,Greece,124
Malta,Libya,105
Malta,Sweden,98
Malta,Denmark,93
Malta,Hungary,86
Malta,Ireland,77
Malta,Romania,76
Malta,Russia,57
Malta,Serbia,51
Malta,Czech Republic,49
Malta,Bulgaria,47
Malta,Lithuania,33
Malta,Israel,33
Malta,Finland,30
Malta,Latvia,27
Malta,Macedonia,15
Malta,Croatia,13
Malta,Norway,11
Malta,Slovenia,9
Malta,Portugal,9
Malta,Ukraine,8
Malta,Saudi Arabia,7
Malta,Slovakia,6
Malta,Lebanon,5
Malta,Egypt,3
Malta,United Arab Emirates,3
Malta,Morocco,3
Malta,Nigeria,2
Malta,United States,2
Malta,Algeria,2
Malta,Venezuela,2
Malta,Tanzania,1
Malta,Iceland,1
Malta,Mali,1
Malta,Montenegro,1
Malta,Cameroon,1
Malta,Mauritius,1
Malta,Turkmenistan,1
Malta,Albania,1
Malta,Niger,1
Malta,Kuwait,1
Malta,Djibouti,1
Malta,Luxembourg,1
Malta,Congo (Brazzaville),1
Malta,Kazakhstan,1
Malta,Mauritania,1
Malta,Estonia,1
Martinique,France,486
Martinique,Germany,9
Martinique,Italy,8
Martinique,Portugal,1
Mauritania,Spain,209
Mauritania,Morocco,174
Mauritania,France,75
Mauritania,Germany,3
Mauritania,United Kingdom,3
Mauritania,Turkey,3
Mauritania,Switzerland,1
Mauritania,Netherlands,1
Mauritania,India,1
Mauritania,Western Sahara,1
Mauritania,Egypt,1
Mauritania,Belgium,1
Mauritania,Mauritania,1
Mauritius,France,236
Mauritius,United Kingdom,142
Mauritius,Germany,125
Mauritius,Turkey,74
Mauritius,Switzerland,27
Mauritius,Austria,21
Mauritius,Italy,16
Mauritius,Netherlands,14
Mauritius,Poland,8
Mauritius,Sweden,6
Mauritius,Denmark,4
Mauritius,Finland,4
Mauritius,Spain,4
Mauritius,Malta,2
Mauritius,Russia,1
Mauritius,Cyprus,1
Mayotte,France,28
Mexico,United Kingdom,687
Mexico,Spain,585
Mexico,Germany,399
Mexico,France,345
Mexico,Netherlands,280
Mexico,Italy,144
Mexico,Belgium,53
Mexico,Switzerland,29
Mexico,Poland,21
Mexico,Sweden,17
Mexico,Portugal,17
Mexico,Finland,12
Mexico,Russia,5
Mexico,Denmark,4
Mexico,Luxembourg,4
Mexico,Ireland,3
Moldova,Russia,1321
Moldova,Italy,790
Moldova,Romania,532
Moldova,Turkey,480
Moldova,Germany,248
Moldova,Austria,187
Moldova,United Kingdom,159
Moldova,Ukraine,131
Moldova,Poland,129
Moldova,Spain,114
Moldova,France,108
Moldova,Ireland,77
Moldova,Portugal,56
Moldova,Greece,53
Moldova,Belgium,37
Moldova,Cyprus,30
Moldova,Israel,28
Moldova,Egypt,18
Moldova,Switzerland,10
Moldova,United Arab Emirates,8
Moldova,Montenegro,6
Moldova,Serbia,5
Moldova,Georgia,2
Moldova,Slovakia,2
Moldova,Bulgaria,2
Moldova,Belarus,2
Moldova,Saudi Arabia,1
Moldova,Czech Republic,1
Moldova,Norway,1
Moldova,Macedonia,1
Moldova,Iceland,1
Moldova,Croatia,1
Moldova,Hungary,1
Moldova,Armenia,1
Moldova,Slovenia,1
Moldova,Denmark,1
Moldova,United States,1
Moldova,Netherlands,1
Mongolia,Germany,3
Mongolia,Sweden,2
Mongolia,Qatar,1
Montenegro,Serbia,1109
Montenegro,Russia,941
Montenegro,Italy,264
Montenegro,Turkey,181
Montenegro,Austria,173
Montenegro,Germany,165
Montenegro,Slovenia,155
Montenegro,France,144
Montenegro,Ukraine,130
Montenegro,United Kingdom,108
Montenegro,Switzerland,74
Montenegro,Belgium,74
Montenegro,Belarus,69
Montenegro,Israel,51
Montenegro,Poland,45
Montenegro,Sweden,37
Montenegro,Hungary,34
Montenegro,Czech Republic,30
Montenegro,Greece,29
Montenegro,Denmark,25
Montenegro,Montenegro,21
Montenegro,Croatia,20
Montenegro,Finland,17
Montenegro,United Arab Emirates,13
Montenegro,Bosnia and Herzegovina,11
Montenegro,Macedonia,10
Montenegro,Netherlands,10
Montenegro,Norway,10
Montenegro,Spain,8
Montenegro,Slovakia,7
Montenegro,Bulgaria,7
Montenegro,Moldova,6
Montenegro,Romania,6
Montenegro,Lithuania,5
Montenegro,Estonia,4
Montenegro,Cyprus,4
Montenegro,United States,3
Montenegro,Armenia,3
Montenegro,Latvia,3
Montenegro,Jersey,2
Montenegro,Jordan,2
Montenegro,Albania,1
Montenegro,Portugal,1
Montenegro,Lebanon,1
Montenegro,Ireland,1
Montenegro,Saudi Arabia,1
Montenegro,Libya,1
Montenegro,Malta,1
Morocco,France,6944
Morocco,Morocco,5146
Morocco,Spain,2677
Morocco,Belgium,1532
Morocco,Italy,1532
Morocco,United Kingdom,1378
Morocco,Germany,1225
Morocco,Portugal,774
Morocco,Netherlands,742
Morocco,Saudi Arabia,540
Morocco,Western Sahara,414
Morocco,Tunisia,390
Morocco,Switzerland,359
Morocco,Turkey,321
Morocco,Senegal,312
Morocco,United Arab Emirates,299
Morocco,Algeria,265
Morocco,Egypt,249
Morocco,United States,215
Morocco,Qatar,213
Morocco,Mauritania,200
Morocco,Canada,171
Morocco,Cote d'Ivoire,166
Morocco,Mali,155
Morocco,Cameroon,145
Morocco,Guinea,133
Morocco,Nigeria,113
Morocco,Denmark,109
Morocco,Burkina Faso,94
Morocco,Brazil,94
Morocco,Lebanon,92
Morocco,Sweden,92
Morocco,Niger,90
Morocco,Ghana,79
Morocco,Poland,79
Morocco,Sierra Leone,75
Morocco,Congo (Brazzaville),72
Morocco,Gambia,71
Morocco,Russia,70
Morocco,Liberia,67
Morocco,Cape Verde,66
Morocco,Gabon,66
Morocco,Congo (Kinshasa),55
Morocco,Togo,55
Morocco,Austria,52
Morocco,Chad,43
Morocco,Guinea-Bissau,39
Morocco,Angola,37
Morocco,Gibraltar,36
Morocco,Kenya,34
Morocco,Benin,33
Morocco,Norway,32
Morocco,Luxembourg,25
Morocco,Equatorial Guinea,23
Morocco,Ireland,19
Morocco,Greece,19
Morocco,Czech Republic,19
Morocco,Hungary,17
Morocco,Finland,8
Morocco,Slovakia,8
Morocco,Uganda,5
Morocco,Malta,5
Morocco,Iran,4
Morocco,Lithuania,4
Morocco,Ukraine,3
Morocco,Latvia,2
Morocco,Bahrain,2
Morocco,Croatia,2
Morocco,Venezuela,2
Morocco,Saint Lucia,1
Morocco,Bulgaria,1
Morocco,Estonia,1
Morocco,South Africa,1
Morocco,Jamaica,1
Morocco,Puerto Rico,1
Morocco,Armenia,1
Morocco,Serbia,1
Morocco,Romania,1
Morocco,Montenegro,1
Morocco,Jordan,1
Morocco,Central African Republic,1
Morocco,Thailand,1
Morocco,Sudan,1
Morocco,Isle of Man,1
Mozambique,Portugal,57
Mozambique,Italy,1
Namibia,Germany,142
Namibia,France,1
Namibia,Russia,1
Nepal,Turkey,75
Netherlands,United Kingdom,17418
Netherlands,Spain,8904
Netherlands,Germany,7931
Netherlands,France,6428
Netherlands,Italy,6364
Netherlands,United States,3982
Netherlands,Norway,3090
Netherlands,Denmark,2714
Netherlands,Switzerland,2551
Netherlands,Portugal,2383
Netherlands,Sweden,2135
Netherlands,Turkey,2048
Netherlands,Greece,1805
Netherlands,Ireland,1802
Netherlands,Poland,1779
Netherlands,Austria,1611
Netherlands,China,1292
Netherlands,Czech Republic,1123
Netherlands,Russia,1067
Netherlands,United Arab Emirates,929
Netherlands,Hungary,821
Netherlands,Canada,804
Netherlands,Finland,764
Netherlands,Morocco,740
Netherlands,Belgium,719
Netherlands,Romania,677
Netherlands,Luxembourg,563
Netherlands,Israel,560
Netherlands,Ukraine,466
Netherlands,India,447
Netherlands,Croatia,427
Netherlands,Bulgaria,380
Netherlands,Iceland,374
Netherlands,Egypt,353
Netherlands,Netherlands Antilles,350
Netherlands,Netherlands,329
Netherlands,Brazil,328
Netherlands,South Africa,313
Netherlands,Serbia,286
Netherlands,Hong Kong,278
Netherlands,Latvia,261
Netherlands,Qatar,254
Netherlands,Japan,250
Netherlands,Kenya,246
Netherlands,Singapore,245
Netherlands,Estonia,239
Netherlands,Mexico,233
Netherlands,Lithuania,221
Netherlands,South Korea,209
Netherlands,Thailand,209
Netherlands,Saudi Arabia,203
Netherlands,Taiwan,193
Netherlands,Malta,174
Netherlands,Cuba,165
Netherlands,Malaysia,162
Netherlands,Azerbaijan,162
Netherlands,Kazakhstan,157
Netherlands,Slovenia,146
Netherlands,Suriname,142
Netherlands,Jordan,127
Netherlands,Panama,122
Netherlands,Rwanda,122
Netherlands,Ecuador,122
Netherlands,Ghana,121
Netherlands,Nigeria,121
Netherlands,Tanzania,119
Netherlands,Cape Verde,119
Netherlands,Belarus,111
Netherlands,Indonesia,106
Netherlands,Iran,105
Netherlands,Kuwait,98
Netherlands,Argentina,90
Netherlands,Macedonia,88
Netherlands,Aruba,85
Netherlands,Cyprus,76
Netherlands,Angola,54
Netherlands,Colombia,52
Netherlands,Georgia,50
Netherlands,Sierra Leone,43
Netherlands,Bosnia and Herzegovina,38
Netherlands,Tunisia,36
Netherlands,Gambia,35
Netherlands,Dominican Republic,35
Netherlands,Albania,27
Netherlands,Senegal,22
Netherlands,Sri Lanka,20
Netherlands,Algeria,18
Netherlands,Jersey,17
Netherlands,Mauritius,14
Netherlands,Montenegro,13
Netherlands,Guernsey,9
Netherlands,Costa Rica,9
Netherlands,Slovakia,6
Netherlands,Turkmenistan,4
Netherlands,Bahrain,3
Netherlands,Jamaica,2
Netherlands,Mali,2
Netherlands,Cameroon,1
Netherlands,Namibia,1
Netherlands,Mauritania,1
Netherlands,Isle of Man,1
Netherlands,Sudan,1
Netherlands,Puerto Rico,1
Netherlands,Pakistan,1
Netherlands,Bahamas,1
Netherlands,Oman,1
Netherlands Antilles,Netherlands,394
Netherlands Antilles,France,65
Netherlands Antilles,Portugal,23
Netherlands Antilles,Germany,18
Netherlands Antilles,United Kingdom,3
Netherlands Antilles,Switzerland,3
Netherlands Antilles,Belgium,2
Netherlands Antilles,Austria,1
Netherlands Antilles,Turkey,1
Netherlands Antilles,Sweden,1
Netherlands Antilles,Luxembourg,1
Netherlands Antilles,Spain,1
Niger,France,90
Niger,Morocco,85
Niger,Turkey,39
Niger,Belgium,2
Niger,Germany,2
Niger,Ukraine,1
Niger,United States,1
Niger,Italy,1
Nigeria,United Kingdom,388
Nigeria,Turkey,238
Nigeria,France,201
Nigeria,Belgium,189
Nigeria,Germany,182
Nigeria,Netherlands,121
Nigeria,Morocco,115
Nigeria,United States,87
Nigeria,Qatar,73
Nigeria,Lebanon,38
Nigeria,Spain,23
Nigeria,Italy,17
Nigeria,Portugal,4
